index	genre	filename	year	old_index	source1	source2	sentence1	sentence2	score
238	main-captions	MSRvid	2012test	352	none	none	Uma mulher está dançando perto de um incêndio.	Uma mulher está tomando banho.	1.4
239	main-captions	MSRvid	2012test	355	none	none	O homem está cortando um peixe.	Um homem está cortando uma batata.	2.2
240	main-captions	MSRvid	2012test	357	none	none	A manteiga está derretendo em uma panela.	Um homem está derretendo manteiga em uma panela.	3.6
241	main-captions	MSRvid	2012test	359	none	none	Três garotos estão dançando.	As crianças estão dançando.	3.111
242	main-captions	MSRvid	2012test	360	none	none	Uma mulher está jogando um jogo com um homem.	Um homem está tocando piano.	0.6
243	main-captions	MSRvid	2012test	361	none	none	O homem está dirigindo um carro branco.	Um homem está dando uma entrevista.	0.4
244	main-captions	MSRvid	2012test	365	none	none	Um homem dirigiu seu carro.	Um homem está dirigindo um carro.	4.25
245	main-captions	MSRvid	2012test	366	none	none	Um carro sai de um espaço.	Um carro está saindo de uma pista bloqueada.	3.0
246	main-captions	MSRvid	2012test	368	none	none	Um homem coloca um pouco de queijo em uma pizza.	O homem polvilhou queijo na pizza.	5.0
247	main-captions	MSRvid	2012test	369	none	none	O garoto está tocando piano.	Um garoto toca piano.	5.0
248	main-captions	MSRvid	2012test	371	none	none	O homem tocou violão.	Um homem está tocando violão.	3.75
249	main-captions	MSRvid	2012test	373	none	none	Um homem está montando um cavalo.	Um homem está tocando um teclado.	0.2
250	main-captions	MSRvid	2012test	374	none	none	Um homem está andando em uma corda.	Um homem está montando um mo-pad.	0.4
251	main-captions	MSRvid	2012test	376	none	none	Uma garota está tocando flauta.	Uma banda está tocando no palco.	1.286
252	main-captions	MSRvid	2012test	377	none	none	As pessoas saem de um trem.	Um grupo de pessoas desce de um trem.	4.6
253	main-captions	MSRvid	2012test	378	none	none	Uma mulher está costurando em uma máquina.	Uma mulher está quebrando um pouco de carne.	0.6
254	main-captions	MSRvid	2012test	379	none	none	Um cachorro está olhando para a piscina.	Um cachorro está andando em volta de uma piscina.	2.0
255	main-captions	MSRvid	2012test	380	none	none	Um homem está passando manteiga em um pedaço de pão.	Um homem está aplicando manteiga ao pão.	5.0
256	main-captions	MSRvid	2012test	382	none	none	Um homem está cortando tomates em pedaços.	Uma mulher está cortando alguns vegetais.	1.8
257	main-captions	MSRvid	2012test	384	none	none	Três adolescentes dançaram na sala.	Algumas adolescentes estão dançando para a câmera.	2.4
258	main-captions	MSRvid	2012test	385	none	none	Um leão está andando.	Um leão está andando em uma caneta.	2.4
259	main-captions	MSRvid	2012test	386	none	none	Um homem atirando em um carro.	Um homem está cortando uma batata.	0.4
260	main-captions	MSRvid	2012test	388	none	none	Um cavalo preto está correndo por aí.	O cavalo está correndo.	4.2
261	main-captions	MSRvid	2012test	390	none	none	Uma mulher está desenvolvendo camarão.	Um homem está dançando na chuva.	0.0
262	main-captions	MSRvid	2012test	391	none	none	Um homem está montando um cavalo.	Uma mulher está lavando um freezer.	0.0
263	main-captions	MSRvid	2012test	393	none	none	Um homem caminha por um caminho.	Um homem atravessa uma corda bamba.	0.8
264	main-captions	MSRvid	2012test	394	none	none	Um homem está cortando uma batata.	Uma mulher está cortando um jalepeno.	1.4
265	main-captions	MSRvid	2012test	395	none	none	Um cachorro está latindo para uma bola.	Um cão nada depois de uma bola de tênis.	1.5
266	main-captions	MSRvid	2012test	397	none	none	Uma criança foge de um peixe balançando em uma vara de pescar.	Uma criança está correndo em volta de uma vara de pescar.	2.5
267	main-captions	MSRvid	2012test	398	none	none	Um homem está andando por um caminho através do deserto.	Um homem está andando por uma estrada.	2.5
268	main-captions	MSRvid	2012test	399	none	none	Um homem idoso está falando em um pódio.	Um homem está fazendo um discurso no pódio.	3.5
269	main-captions	MSRvid	2012test	401	none	none	Um homem que monta um cavalo em câmera lenta.	Um homem está montado em um cavalo.	3.4
270	main-captions	MSRvid	2012test	402	none	none	Uma pessoa está cortando um pouco de queijo burrata.	A pessoa está cortando queijo.	3.8
271	main-captions	MSRvid	2012test	403	none	none	O homem está disparando uma espingarda automática.	Um homem está atirando uma arma.	3.8
272	main-captions	MSRvid	2012test	406	none	none	Um homem está esmagando alho com as costas de uma faca.	Uma mulher está cortando carne com uma faca.	1.5
273	main-captions	MSRvid	2012test	407	none	none	Uma mulher está arquivando as unhas com uma lixa.	Uma mulher está alimentando seu bebê com uma mamadeira.	0.5
274	main-captions	MSRvid	2012test	408	none	none	Um homem está andando de skate.	Uma mulher está cortando uma batata.	0.0
275	main-captions	MSRvid	2012test	409	none	none	Uma mulher está tomando banho.	Um homem está montando um cavalo branco.	0.0
276	main-captions	MSRvid	2012test	410	none	none	Um homem está dançando.	Um homem está montando um cavalo.	0.8
277	main-captions	MSRvid	2012test	413	none	none	Um homem está remando um barco.	Um homem está disparando uma arma.	0.85
278	main-captions	MSRvid	2012test	414	none	none	Um homem está balançando de uma corda presa ao teto.	Um homem está balançando em uma corda.	3.4
279	main-captions	MSRvid	2012test	415	none	none	Uma mulher está montando um cavalo na praia.	Um homem está carregando outro homem nas costas.	0.4
280	main-captions	MSRvid	2012test	416	none	none	Um homem segura um pequeno animal em uma mão.	Um homem mostra um pequeno macaco.	1.75
281	main-captions	MSRvid	2012test	417	none	none	Uma pessoa está dobrando um pedaço de papel quadrado.	Um homem está dobrando papel.	3.25
282	main-captions	MSRvid	2012test	418	none	none	Uma pessoa está fritando carne em uma panela.	Uma pessoa está segurando um gambá.	0.75
283	main-captions	MSRvid	2012test	422	none	none	Um chimpanzé está machucando uma mulher.	Um homem está dirigindo um carro.	0.0
284	main-captions	MSRvid	2012test	423	none	none	A mulher está descascando camarão.	O homem está segurando um lêmure.	0.0
285	main-captions	MSRvid	2012test	427	none	none	Duas zebras estão tocando.	As zebras estão socializando.	4.25
286	main-captions	MSRvid	2012test	428	none	none	Uma mulher está cortando manteiga.	Uma mulher corta tofu.	1.8
287	main-captions	MSRvid	2012test	429	none	none	Alguns homens estão tocando violão.	Três homens estão tocando violão e cantando juntos.	3.2
288	main-captions	MSRvid	2012test	430	none	none	Os elefantes borrifaram água em si mesmos.	Os elefantes se pulverizam com água.	3.6
289	main-captions	MSRvid	2012test	432	none	none	Um cachorro estava sentado no balcão de uma loja.	O cachorro está parado no balcão.	2.6
290	main-captions	MSRvid	2012test	433	none	none	Alguém faz um furo em uma tira de madeira com uma furadeira elétrica.	Um homem faz um buraco em um pedaço de madeira.	3.2
291	main-captions	MSRvid	2012test	437	none	none	Uma mulher está cortando alguns legumes.	A mulher está cortando alho.	2.8
292	main-captions	MSRvid	2012test	438	none	none	Um texugo está cavando um buraco.	Um texugo está cavando a terra.	4.6
293	main-captions	MSRvid	2012test	439	none	none	Uma mulher é esqui aquático em um lago.	Um homem está tocando uma flauta.	0.0
294	main-captions	MSRvid	2012test	440	none	none	Uma garota está tocando violino.	Um bebê está rindo e rindo.	0.25
295	main-captions	MSRvid	2012test	441	none	none	Um helicóptero está pousando em um heliporto.	Um helicóptero pousa.	3.923
296	main-captions	MSRvid	2012test	442	none	none	Uma mulher está cortando uma galinha.	Uma mulher está cortando carne.	2.75
297	main-captions	MSRvid	2012test	443	none	none	Uma mulher está cortando um pepino.	Um homem está tocando violão.	0.0
298	main-captions	MSRvid	2012test	444	none	none	Uma mulher monta um elefante na frente de uma multidão adoradora.	Uma mulher monta um elefante.	3.0
299	main-captions	MSRvid	2012test	445	none	none	Um filhote está deslizando para trás no chão.	Um filhote está se empurrando para trás.	3.8
300	main-captions	MSRvid	2012test	447	none	none	Uma mulher divide dentes de alho.	Uma mulher está quebrando uma cabeça de alho em dentes.	4.6
301	main-captions	MSRvid	2012test	448	none	none	Um cachorro está olhando para a piscina.	Um cachorro está andando na beira de uma piscina.	2.6
302	main-captions	MSRvid	2012test	449	none	none	Uma mulher mistura um tratamento de beleza em um copo.	Uma mulher está misturando um creme em um copo com uma colher.	3.6
303	main-captions	MSRvid	2012test	450	none	none	Um homem está desenhando uma imagem.	Uma pessoa está desenhando.	3.6
304	main-captions	MSRvid	2012test	455	none	none	Uma mulher está colhendo tomates.	Uma mulher está derramando massa em uma tigela.	1.0
305	main-captions	MSRvid	2012test	456	none	none	Um homem está olhando para um monitor de computador.	Um homem está usando um laptop.	2.75
306	main-captions	MSRvid	2012test	457	none	none	O menino está andando de triciclo.	Uma mulher está andando de scooter de água.	1.25
307	main-captions	MSRvid	2012test	458	none	none	Dois homens competem em uma corrida de pneus.	Duas pessoas viram pneus de trator em uma corrida.	2.75
308	main-captions	MSRvid	2012test	460	none	none	Uma pessoa está cortando uma carne.	Uma pessoa montando um touro mecânico	0.0
309	main-captions	MSRvid	2012test	461	none	none	Um homem está tocando violino.	Uma mulher está usando uma máquina de costura.	0.0
310	main-captions	MSRvid	2012test	466	none	none	O bebê rastejou pela porta.	Um bebê está rastejando pelo chão.	2.4
311	main-captions	MSRvid	2012test	467	none	none	Um homem está tocando teclado.	Uma pessoa está tocando piano.	2.2
312	main-captions	MSRvid	2012test	469	none	none	Um homem está cheirando duas pizzas.	Uma mulher está alimentando um homem.	0.2
313	main-captions	MSRvid	2012test	471	none	none	Um macaco puxa o rabo de um cachorro.	Um macaco está provocando um cachorro no zoológico.	2.8
314	main-captions	MSRvid	2012test	472	none	none	Um cão está deitado de costas no chão de madeira.	Um cachorro está deitado no chão.	4.0
315	main-captions	MSRvid	2012test	474	none	none	Uma mulher está fritando algo na panela.	Um homem está tocando seu violão.	0.0
316	main-captions	MSRvid	2012test	476	none	none	Um homem coloca tempero em uma tigela de água.	O homem acrescentou tempero à água em uma tigela.	5.0
317	main-captions	MSRvid	2012test	477	none	none	Uma mulher idosa está derramando óleo em uma frigideira.	Um homem amarrado está colocando na água.	0.0
318	main-captions	MSRvid	2012test	479	none	none	Uma mulher está cortando uma cebola.	Uma mulher está cortando parcialmente a metade de uma cebola.	3.2
319	main-captions	MSRvid	2012test	480	none	none	A mulher pegou o canguru.	Uma mulher está carregando um canguru.	3.5
320	main-captions	MSRvid	2012test	481	none	none	Um cachorro mordendo uma lata.	Um cachorro abre uma lata de comida.	1.75
321	main-captions	MSRvid	2012test	482	none	none	Uma mulher está desossando um peixe.	Um homem pega um peixe.	1.25
322	main-captions	MSRvid	2012test	483	none	none	Um homem está cortando grama.	Um homem está estourando concreto.	0.833
323	main-captions	MSRvid	2012test	484	none	none	Um gato está assistindo TV.	Um homem está cortando uma licença.	0.0
324	main-captions	MSRvid	2012test	485	none	none	O garoto está preso na porta da casinha.	Uma criança está presa em uma casa de cachorro.	3.75
325	main-captions	MSRvid	2012test	486	none	none	As pessoas viram uma piscina.	Homens estão caindo em uma piscina.	2.75
326	main-captions	MSRvid	2012test	489	none	none	Uma mulher nada debaixo d'água.	Uma mulher está nadando	3.8
327	main-captions	MSRvid	2012test	490	none	none	Um homem está tocando violão.	Uma mulher está dançando.	0.2
328	main-captions	MSRvid	2012test	492	none	none	Um avião está voando no ar.	Um avião da South African Airways está voando em um céu azul.	3.4
329	main-captions	MSRvid	2012test	493	none	none	Um urso está fugindo de dois cães.	Um urso está lutando com lobos.	1.4
330	main-captions	MSRvid	2012test	494	none	none	Uma mulher está descansando em uma balsa flutuante.	Uma mulher relaxa em uma câmara de ar.	3.8
331	main-captions	MSRvid	2012test	496	none	none	Um homem está morrendo em uma sala de cirurgia.	Um homem está beijando uma mulher no palco.	0.4
332	main-captions	MSRvid	2012test	497	none	none	Um homem está segurando uma folha.	Uma mulher está assistindo televisão.	0.0
333	main-captions	MSRvid	2012test	498	none	none	Uma pessoa está montando um cavalo.	Uma mulher está cortando batatas.	0.0
334	main-captions	MSRvid	2012test	499	none	none	Uma mulher está cortando polvo.	Um homem está tocando violão.	0.0
335	main-captions	MSRvid	2012test	500	none	none	Um homem está quebrando jarros de água.	Uma mulher está descascando alho.	0.2
336	main-captions	MSRvid	2012test	501	none	none	Um homem está tocando violão.	Uma mulher está cortando vegetais.	0.0
337	main-captions	MSRvid	2012test	502	none	none	Uma garota está comendo um bolinho.	Um homem está cortando um pepino.	0.0
338	main-captions	MSRvid	2012test	503	none	none	A menina brincava na grama com um cachorro e uma bola.	Um bebê brinca com um cachorro e uma bola.	3.8
339	main-captions	MSRvid	2012test	505	none	none	As pessoas andam e remar em uma balsa.	Quatro pessoas estão flutuando em uma balsa.	2.25
340	main-captions	MSRvid	2012test	508	none	none	A senhora cortou uma batata.	Um homem está cortando uma batata.	2.4
341	main-captions	MSRvid	2012test	510	none	none	O míssil explodiu.	Um foguete explodiu.	3.2
342	main-captions	MSRvid	2012test	511	none	none	Um cachorro está brincando na neve.	Um cão está arranhando uma mosca no tapete à sua frente.	1.6
343	main-captions	MSRvid	2012test	512	none	none	Uma mulher está dançando com outras mulheres.	Uma mulher está triturando frango.	0.4
344	main-captions	MSRvid	2012test	513	none	none	Um garoto está empurrando uma van.	Uma pessoa está cortando um tomate.	0.0
345	main-captions	MSRvid	2012test	515	none	none	Um garoto está dando alguns passos de dança.	Um menino está derramando algo de um jarro.	0.4
346	main-captions	MSRvid	2012test	516	none	none	Uma mulher está abrindo um refrigerante e bebendo.	Uma mulher está montando um elefante.	0.6
347	main-captions	MSRvid	2012test	517	none	none	Um homem está montando peças do alto-falante.	Um homem está tocando violão.	1.0
348	main-captions	MSRvid	2012test	519	none	none	O cachorro caminhou pela beira da piscina.	Um cachorro está caminhando ao longo de uma piscina.	4.6
349	main-captions	MSRvid	2012test	520	none	none	Manteiga está sendo colocada em uma tigela.	Um homem cortando manteiga em uma tigela.	4.25
